Year;Month;Day;Hour;Minute;Temperature daily mean;Relative humidity daily mean;Mean Sea Level Pressure daily mean;Total Precipitation daily sum;Snowfall amount daily sum;Total cloud cover daily mean;Shortwave Radiation daily sum;Wind speed daily mean;Wind direction daily mean;Temperature daily max;Temperature daily min;Relative humidity daily max;Relative humidity daily min;Mean Sea Level Pressure daily max;Mean Sea Level Pressure daily min;Total cloud cover daily max;Total cloud cover daily min;Wind speed daily max;Wind speed daily min
2016;05;26;00;00;19.34;65.04;1012.79;0.00;0.00;18.45;7807.08;4.69;120.51;24.15;13.06;84.00;48.00;1013.70;1011.60;100.00;0.00;8.35;2.28
2016;05;27;00;00;20.52;69.42;1012.58;0.00;0.00;35.84;7617.51;6.44;204.54;25.49;15.27;90.00;44.00;1013.40;1011.20;100.00;0.00;13.40;1.44
2016;05;28;00;00;19.95;76.54;1010.65;4.90;0.00;59.58;6286.07;7.52;167.94;25.20;15.12;96.00;56.00;1013.30;1007.00;100.00;0.00;22.15;0.80
2016;05;29;00;00;16.53;87.17;1004.99;13.70;0.00;81.11;2066.58;7.32;184.10;18.76;13.62;98.00;76.00;1006.60;1003.90;100.00;0.00;15.04;1.44
2016;05;30;00;00;16.25;76.58;1005.50;7.60;0.00;95.83;3289.44;17.60;243.23;18.92;14.20;90.00;62.00;1006.20;1005.00;100.00;56.00;24.29;9.42
2016;05;31;00;00;15.24;73.71;1008.05;6.10;0.00;93.96;3131.02;13.75;247.52;18.62;12.82;89.00;57.00;1011.90;1005.70;100.00;11.00;27.11;3.67
2016;06;01;00;00;16.15;72.83;1012.36;0.10;0.00;67.92;5857.09;4.96;226.70;19.91;12.06;89.00;59.00;1013.30;1011.30;100.00;0.00;12.57;0.51
2016;06;02;00;00;15.61;79.42;1009.22;6.60;0.00;94.17;4452.67;11.71;248.98;20.02;13.12;93.00;58.00;1011.70;1007.60;100.00;18.00;21.89;2.97
2016;06;03;00;00;14.91;87.54;1009.72;4.20;0.00;100.00;2786.59;7.15;191.24;16.64;12.76;95.00;78.00;1010.90;1008.80;100.00;100.00;12.02;3.89
2016;06;04;00;00;16.11;80.50;1011.20;0.60;0.00;82.92;5762.75;10.04;262.27;19.78;12.79;92.00;63.00;1013.30;1010.30;100.00;30.00;16.10;5.40
2016;06;05;00;00;16.45;82.62;1014.95;3.40;0.00;64.33;3759.36;4.52;238.16;19.25;13.31;98.00;70.00;1017.60;1013.40;100.00;2.00;7.99;0.80
2016;06;06;00;00;18.81;73.33;1017.33;0.70;0.00;27.76;6909.07;3.30;142.35;24.43;12.95;98.00;50.00;1018.00;1016.50;100.00;0.00;6.92;0.51
2016;06;07;00;00;19.65;70.83;1019.44;0.80;0.00;31.73;4599.52;5.17;222.63;23.90;15.63;80.00;59.00;1020.80;1017.90;100.00;0.00;11.17;0.51
2016;06;08;00;00;17.17;81.04;1018.85;8.90;0.00;76.88;3097.20;10.87;259.53;19.67;14.11;93.00;70.00;1021.10;1017.40;100.00;4.20;15.54;5.90
2016;06;09;00;00;17.49;75.00;1015.88;0.70;0.00;49.42;6280.73;7.41;204.01;20.93;13.47;96.00;52.00;1018.30;1014.10;100.00;0.00;14.00;2.97
2016;06;10;00;00;18.33;66.75;1010.72;0.00;0.00;30.26;7605.05;4.75;154.58;23.67;11.90;88.00;47.00;1014.20;1007.60;100.00;0.00;7.77;1.94
2016;06;11;00;00;17.85;72.83;1008.83;14.60;0.00;84.50;3519.95;11.07;256.37;19.66;15.22;92.00;61.00;1010.40;1007.60;100.00;4.00;18.13;3.42
2016;06;12;00;00;15.97;79.42;1009.78;4.70;0.00;94.79;2883.60;13.69;252.51;17.22;14.00;89.00;70.00;1011.00;1008.10;100.00;53.00;20.96;5.86
2016;06;13;00;00;14.99;85.42;1005.05;21.00;0.00;100.00;2597.02;11.08;233.31;17.04;13.20;94.00;69.00;1009.40;1003.10;100.00;100.00;24.40;3.60
2016;06;14;00;00;14.96;78.71;1001.69;3.80;0.00;92.54;5005.36;13.89;224.77;17.45;12.28;94.00;64.00;1003.30;999.70;100.00;14.00;34.11;2.81
2016;06;15;00;00;14.05;71.46;1001.68;2.20;0.00;67.25;4605.75;7.50;183.75;18.13;8.73;81.00;58.00;1003.30;999.90;100.00;0.00;12.98;0.72
2016;06;16;00;00;14.77;84.46;1000.77;7.00;0.00;96.58;4328.96;10.29;184.87;17.29;11.63;97.00;71.00;1003.20;997.30;100.00;39.00;24.03;1.44
2016;06;17;00;00;15.46;72.17;1008.51;5.30;0.00;63.54;5024.94;11.60;234.27;18.88;11.50;95.00;53.00;1013.80;1003.50;100.00;0.00;24.45;0.51
2016;06;18;00;00;14.86;75.50;1016.69;2.40;0.00;65.96;3689.94;7.79;211.48;16.77;12.14;88.00;69.00;1020.50;1014.40;100.00;2.40;15.12;0.72
2016;06;19;00;00;14.03;81.21;1021.64;4.60;0.00;60.33;4231.95;13.28;299.36;16.40;11.98;89.00;70.00;1023.40;1020.30;100.00;0.00;19.00;7.39
2016;06;20;00;00;15.92;73.25;1020.72;0.00;0.00;51.57;7527.62;4.53;217.45;22.26;9.43;97.00;52.00;1023.50;1017.80;100.00;0.00;13.85;0.36
2016;06;21;00;00;17.15;82.33;1020.20;2.00;0.00;91.75;2632.62;6.43;200.82;19.79;13.16;95.00;61.00;1022.10;1018.80;100.00;0.00;13.28;0.80
2016;06;22;00;00;22.09;75.50;1020.57;0.00;0.00;11.38;8154.18;7.59;89.78;28.97;13.72;96.00;54.00;1022.30;1018.60;100.00;0.00;14.59;1.30
2016;06;23;00;00;25.59;69.17;1017.33;0.00;0.00;0.00;8131.93;6.05;182.32;31.59;18.40;88.00;49.00;1019.70;1015.20;0.00;0.00;15.65;0.80
2016;06;24;00;00;26.12;65.12;1014.91;1.10;0.00;13.25;6690.13;8.83;261.26;30.96;21.73;89.00;45.00;1016.30;1013.30;82.00;0.00;22.55;1.30
2016;06;25;00;00;20.27;81.38;1013.54;3.50;0.00;87.04;4001.44;11.84;267.79;23.74;15.20;94.00;66.00;1017.30;1011.00;100.00;4.00;28.12;0.51
2016;06;26;00;00;16.20;71.54;1017.53;0.10;0.00;62.82;6026.19;10.93;294.62;21.03;11.55;92.00;51.00;1018.70;1016.20;100.00;0.00;16.62;5.35
2016;06;27;00;00;17.08;65.96;1019.23;0.00;0.00;10.02;7944.14;8.98;257.82;22.09;10.58;82.00;47.00;1020.10;1017.80;100.00;0.00;16.31;1.53
2016;06;28;00;00;18.61;72.42;1016.88;0.00;0.00;47.08;6522.81;7.01;255.83;23.10;13.03;85.00;59.00;1019.70;1014.10;100.00;0.00;13.66;1.08
2016;06;29;00;00;20.38;71.21;1013.34;0.10;0.00;25.84;6718.61;4.89;201.71;24.54;15.36;85.00;55.00;1015.00;1010.90;100.00;0.00;13.10;0.36
2016;06;30;00;00;19.85;75.46;1013.28;5.90;0.00;45.02;3671.25;4.76;209.83;21.34;17.62;84.00;69.00;1015.50;1011.30;100.00;0.00;7.41;1.14
2016;07;01;00;00;21.09;67.54;1014.96;2.40;0.00;44.21;6574.43;4.31;199.56;25.56;16.77;83.00;53.00;1016.00;1013.10;100.00;0.00;7.79;1.02
2016;07;02;00;00;19.01;73.75;1015.42;4.40;0.00;65.75;4247.97;11.90;251.10;20.55;15.71;85.00;64.00;1019.80;1012.90;100.00;0.00;23.47;1.84
2016;07;03;00;00;17.18;65.17;1019.63;0.00;0.00;63.71;6385.75;6.74;287.97;20.68;13.47;78.00;48.00;1020.10;1018.20;100.00;0.00;14.37;0.80
2016;07;04;00;00;19.14;69.00;1018.20;0.00;0.00;3.00;8004.66;5.40;214.34;24.69;12.81;88.00;53.00;1020.00;1016.20;10.00;0.00;11.99;1.53
2016;07;05;00;00;20.78;68.75;1015.97;0.00;0.00;14.08;7516.94;9.27;262.56;25.20;15.90;94.00;47.00;1017.00;1014.10;100.00;0.00;17.87;1.48
2016;07;06;00;00;19.56;64.25;1017.86;0.00;0.00;29.97;7448.41;9.11;304.30;23.50;15.59;80.00;48.00;1018.90;1016.70;100.00;0.00;16.98;4.33
2016;07;07;00;00;20.09;63.83;1017.92;0.00;0.00;24.03;8130.15;4.98;231.49;25.66;13.83;81.00;44.00;1019.00;1016.40;100.00;0.00;9.73;0.36
2016;07;08;00;00;22.64;64.38;1015.98;0.80;0.00;17.86;7749.23;9.75;227.91;28.50;15.98;89.00;46.00;1017.20;1014.50;100.00;0.00;19.59;1.44
2016;07;09;00;00;22.52;64.88;1017.78;0.50;0.00;4.12;7783.05;8.37;285.07;27.36;17.32;81.00;47.00;1019.00;1015.90;49.00;0.00;12.29;2.41
2016;07;10;00;00;24.82;64.04;1012.29;0.00;0.00;5.15;7938.80;6.82;185.44;31.44;16.61;90.00;41.00;1016.10;1009.30;100.00;0.00;13.66;1.80
2016;07;11;00;00;23.72;75.92;1010.86;5.30;0.00;57.38;4477.59;6.64;200.26;28.06;19.13;97.00;58.00;1012.80;1009.00;100.00;3.30;13.04;1.84
2016;07;12;00;00;18.79;88.67;1012.09;14.10;0.00;92.00;1187.26;5.64;232.85;20.44;15.99;95.00;79.00;1014.10;1009.70;100.00;2.00;12.64;1.08
2016;07;13;00;00;15.02;76.42;1014.73;4.10;0.00;92.67;4692.08;16.55;259.56;16.87;12.24;88.00;64.00;1018.20;1012.60;100.00;41.00;28.29;3.40
2016;07;14;00;00;12.77;78.17;1018.78;8.10;0.00;83.62;3287.66;13.86;282.33;14.33;10.85;87.00;68.00;1022.20;1016.60;100.00;0.00;18.29;5.76
2016;07;15;00;00;14.85;67.33;1023.71;0.10;0.00;49.29;7369.20;9.95;220.37;19.19;10.96;85.00;49.00;1024.80;1022.60;100.00;0.00;18.78;3.24
2016;07;16;00;00;16.92;64.25;1023.60;0.00;0.00;9.45;7829.33;5.59;95.51;23.06;9.93;88.00;43.00;1025.60;1021.80;100.00;0.00;10.50;2.31
2016;07;17;00;00;20.90;59.38;1020.15;0.00;0.00;4.17;7856.92;7.29;177.44;27.26;13.69;74.00;44.00;1022.50;1018.20;100.00;0.00;10.50;4.10
2016;07;18;00;00;23.10;66.71;1018.82;0.00;0.00;0.89;7781.27;5.65;203.07;28.77;17.65;86.00;46.00;1019.70;1017.50;8.70;0.00;13.68;0.51
2016;07;19;00;00;24.50;62.12;1017.32;0.00;0.00;0.40;7827.55;8.98;111.23;30.74;17.26;84.00;39.00;1019.40;1015.10;7.80;0.00;15.58;1.30
2016;07;20;00;00;26.23;60.21;1013.37;0.00;0.00;7.04;7815.09;9.08;119.35;33.10;18.46;83.00;37.00;1016.00;1010.50;100.00;0.00;11.98;4.90
2016;07;21;00;00;24.41;64.21;1012.65;3.20;0.00;39.17;5043.63;6.38;185.08;28.59;20.68;82.00;52.00;1014.60;1011.10;100.00;0.00;12.90;0.51
2016;07;22;00;00;21.58;79.17;1013.02;14.60;0.00;86.08;2808.84;9.00;182.61;25.40;18.78;94.00;62.00;1014.60;1011.20;100.00;9.90;18.92;3.62
2016;07;23;00;00;20.66;79.29;1014.65;1.00;0.00;87.08;4056.62;5.85;257.68;24.10;17.53;92.00;62.00;1017.30;1012.60;100.00;9.00;10.90;2.60
2016;07;24;00;00;20.66;76.04;1016.75;0.00;0.00;38.58;6194.40;6.56;309.74;24.55;17.13;90.00;60.00;1017.60;1014.60;100.00;0.00;12.78;2.41
2016;07;25;00;00;21.30;74.71;1017.02;1.00;0.00;49.29;4385.92;4.46;249.89;25.06;17.04;94.00;58.00;1017.60;1015.80;100.00;0.00;9.20;0.36
2016;07;26;00;00;21.64;74.83;1017.06;2.50;0.00;54.67;4545.23;3.39;222.70;27.01;17.68;94.00;49.00;1017.80;1016.40;100.00;1.00;7.41;0.00
2016;07;27;00;00;21.25;71.50;1015.79;0.50;0.00;65.34;4852.28;5.42;277.32;26.08;18.08;92.00;44.00;1017.20;1014.60;100.00;0.00;8.37;1.08
2016;07;28;00;00;20.50;67.67;1015.49;1.40;0.00;50.52;4985.78;7.39;242.84;23.46;16.81;78.00;55.00;1016.60;1013.90;100.00;0.30;14.44;2.41
2016;07;29;00;00;21.51;67.17;1013.78;0.10;0.00;21.25;6432.03;8.05;230.66;26.58;14.94;87.00;50.00;1015.90;1011.70;100.00;0.00;16.26;1.14
2016;07;30;00;00;23.90;63.62;1011.50;0.00;0.00;25.13;6683.90;6.35;176.46;29.22;17.88;82.00;45.00;1013.30;1009.50;100.00;0.00;11.53;2.74
2016;07;31;00;00;20.02;83.12;1012.12;17.50;0.00;84.21;1736.39;9.00;253.78;23.84;17.26;91.00;71.00;1016.20;1010.10;100.00;0.00;14.56;1.14
2016;08;01;00;00;18.65;71.21;1017.58;0.10;0.00;57.70;6581.55;4.85;237.70;23.48;13.84;96.00;45.00;1018.70;1016.60;100.00;0.00;8.40;0.80
2016;08;02;00;00;20.09;64.71;1016.84;0.00;0.00;37.65;5018.71;9.42;217.58;24.22;15.11;77.00;49.00;1018.00;1015.40;100.00;3.00;22.20;2.31
2016;08;03;00;00;22.37;59.17;1014.08;0.00;0.00;12.01;7237.48;9.02;218.18;27.42;16.63;77.00;37.00;1016.60;1012.20;74.00;0.00;19.83;1.80
2016;08;04;00;00;20.89;59.42;1011.65;20.00;0.00;39.57;5719.14;9.75;201.20;28.08;16.30;95.00;40.00;1013.30;1009.70;100.00;0.00;30.98;2.81
2016;08;05;00;00;16.48;80.96;1016.67;26.50;0.00;68.96;2896.95;13.65;276.48;18.55;14.77;95.00;66.00;1022.10;1012.10;100.00;0.00;21.44;6.13
2016;08;06;00;00;17.71;64.92;1023.62;0.00;0.00;8.05;6933.10;6.95;145.74;23.28;12.48;86.00;46.00;1026.40;1022.00;61.00;0.00;14.78;0.51
2016;08;07;00;00;19.79;65.46;1025.05;0.00;0.00;2.00;7137.80;4.32;82.36;25.59;13.50;84.00;49.00;1026.70;1022.80;10.00;0.00;7.42;1.08
2016;08;08;00;00;21.73;60.75;1020.24;0.00;0.00;16.12;6928.65;9.20;237.28;27.35;16.47;75.00;47.00;1023.20;1018.30;100.00;0.00;19.72;1.14
2016;08;09;00;00;17.78;71.00;1018.53;1.60;0.00;99.46;3740.67;12.51;304.78;20.32;14.96;79.00;59.00;1019.70;1017.60;100.00;87.00;28.82;3.26
2016;08;10;00;00;15.54;61.71;1019.16;0.10;0.00;56.25;6300.31;9.65;291.50;18.90;12.34;78.00;43.00;1021.40;1017.90;100.00;0.00;12.32;4.84
2016;08;11;00;00;15.26;59.50;1022.36;0.00;0.00;43.00;6628.72;5.80;263.32;20.36;9.99;81.00;40.00;1023.20;1021.40;100.00;0.00;10.83;0.36
2016;08;12;00;00;18.93;60.08;1023.43;1.40;0.00;58.33;4555.02;6.87;230.24;24.48;14.26;76.00;48.00;1025.20;1022.10;100.00;0.00;11.77;1.14
2016;08;13;00;00;21.87;62.92;1022.15;0.00;0.00;0.95;6901.06;4.91;155.31;27.91;15.32;86.00;42.00;1023.70;1020.70;8.70;0.00;9.23;0.00
2016;08;14;00;00;23.86;64.04;1019.90;0.00;0.00;2.12;6785.36;4.33;187.72;29.46;17.83;87.00;43.00;1021.50;1018.20;31.00;0.00;8.12;0.51
2016;08;15;00;00;23.47;64.04;1017.77;0.00;0.00;0.83;6664.32;3.33;131.60;28.52;17.80;88.00;42.00;1019.50;1015.90;10.00;0.00;8.59;0.00
2016;08;16;00;00;22.62;65.21;1014.18;0.00;0.00;2.08;6541.50;3.57;185.39;28.36;15.51;88.00;42.00;1016.70;1011.60;10.00;0.00;7.15;0.72
2016;08;17;00;00;22.76;63.92;1010.25;0.40;0.00;52.35;5771.65;3.30;120.32;27.53;17.30;88.00;42.00;1012.20;1008.50;100.00;0.00;8.40;0.00
2016;08;18;00;00;19.70;70.50;1009.31;5.10;0.00;56.10;2554.30;6.73;199.69;23.70;17.05;86.00;52.00;1011.10;1007.70;100.00;0.00;21.54;1.08
2016;08;19;00;00;21.07;67.50;1010.00;1.20;0.00;80.26;5236.76;4.29;157.64;25.49;16.59;87.00;51.00;1010.90;1008.70;100.00;1.20;7.65;1.80
2016;08;20;00;00;19.24;76.17;1013.40;1.90;0.00;75.90;2492.89;7.04;190.44;22.19;16.26;85.00;64.00;1017.60;1010.70;100.00;1.50;18.72;1.44
2016;08;21;00;00;17.47;62.08;1019.89;0.00;0.00;48.08;6145.45;13.72;248.15;21.45;13.93;87.00;40.00;1023.90;1017.70;100.00;0.00;23.14;4.61
2016;08;22;00;00;18.11;56.67;1025.66;0.00;0.00;0.00;6523.70;3.92;123.26;23.58;12.31;72.00;40.00;1027.20;1023.90;0.00;0.00;8.31;0.51
2016;08;23;00;00;20.92;61.83;1024.35;0.00;0.00;0.00;6456.06;12.73;111.29;28.77;12.51;81.00;42.00;1027.10;1021.70;0.00;0.00;19.16;7.90
2016;08;24;00;00;22.89;66.54;1019.98;0.00;0.00;0.00;6435.59;11.48;112.03;30.31;15.75;85.00;45.00;1022.30;1017.60;0.00;0.00;13.78;8.71
2016;08;25;00;00;24.12;66.00;1016.05;0.00;0.00;0.00;6372.40;7.48;155.10;32.12;15.92;88.00;40.00;1018.20;1013.80;0.00;0.00;13.61;1.30
2016;08;26;00;00;26.97;60.79;1015.40;0.00;0.00;0.00;6300.31;5.01;132.83;33.26;20.93;85.00;34.00;1016.40;1014.80;0.00;0.00;7.70;1.02
2016;08;27;00;00;27.08;58.38;1015.72;0.00;0.00;0.00;6192.62;6.34;128.55;32.85;21.41;76.00;36.00;1016.50;1014.60;0.00;0.00;11.87;3.76
2016;08;28;00;00;26.67;51.33;1015.30;0.00;0.00;7.68;6157.02;8.54;202.33;31.84;22.27;71.00;30.00;1016.40;1014.40;100.00;0.00;18.72;2.90
2016;08;29;00;00;22.24;59.71;1017.42;1.10;0.00;49.59;5261.68;11.60;266.39;25.16;19.50;77.00;43.00;1019.60;1015.60;100.00;0.00;19.64;5.48
2016;08;30;00;00;19.65;66.62;1019.50;0.00;0.00;12.12;6062.68;9.50;180.25;27.05;12.56;92.00;40.00;1020.90;1018.00;100.00;0.00;22.01;2.16
2016;08;31;00;00;20.95;67.33;1018.68;0.00;0.00;1.67;5945.20;4.65;214.59;28.06;13.66;92.00;42.00;1019.70;1017.50;10.00;0.00;9.11;1.02
2016;09;01;00;00;22.92;57.25;1020.19;0.00;0.00;5.29;5776.99;5.18;252.32;27.27;19.23;73.00;40.00;1021.40;1019.50;45.00;0.00;9.37;0.72
2016;09;02;00;00;22.36;55.62;1019.33;0.00;0.00;2.54;5973.68;3.08;200.99;27.78;16.59;76.00;36.00;1020.80;1017.70;24.00;0.00;5.40;0.72
2016;09;03;00;00;23.34;56.50;1017.42;0.00;0.00;56.83;4894.11;4.30;143.63;28.76;17.69;83.00;33.00;1019.00;1015.80;100.00;0.00;8.65;0.80
2016;09;04;00;00;21.65;56.17;1015.71;8.00;0.00;70.99;2621.05;9.65;204.75;27.88;16.24;86.00;37.00;1018.20;1013.20;100.00;0.00;19.97;0.80
2016;09;05;00;00;18.11;72.04;1019.45;3.30;0.00;54.44;4971.54;11.86;257.00;21.22;15.85;92.00;52.00;1023.10;1017.20;100.00;0.00;22.78;3.60
2016;09;06;00;00;18.28;66.04;1023.34;0.00;0.00;20.07;5327.54;7.22;117.10;24.03;13.61;78.00;50.00;1024.50;1021.90;100.00;0.00;14.59;1.94
2016;09;07;00;00;18.57;69.00;1018.31;0.00;0.00;20.32;5737.83;7.34;135.14;25.23;12.26;92.00;45.00;1021.80;1014.90;100.00;0.00;15.39;1.94
2016;09;08;00;00;21.89;62.75;1014.00;0.00;0.00;0.69;5642.60;7.25;183.35;28.76;15.98;88.00;38.00;1015.00;1012.60;6.60;0.00;12.66;0.72
2016;09;09;00;00;21.66;62.67;1015.91;0.00;0.00;4.48;5464.60;8.99;195.53;27.24;15.42;86.00;48.00;1017.70;1014.40;10.00;0.00;15.28;4.21
2016;09;10;00;00;22.52;64.46;1015.65;0.00;0.00;2.17;5434.34;2.83;129.49;27.48;17.52;84.00;45.00;1016.50;1014.60;10.00;0.00;6.57;0.51
2016;09;11;00;00;22.98;62.67;1016.68;0.00;0.00;10.45;5416.54;7.31;119.18;28.26;17.93;79.00;42.00;1017.90;1015.50;100.00;0.00;11.97;2.90
2016;09;12;00;00;22.95;64.58;1016.34;0.00;0.00;55.27;4830.03;7.71;160.67;29.59;16.24;84.00;41.00;1017.50;1015.10;100.00;4.50;10.59;1.44
2016;09;13;00;00;23.60;57.08;1014.25;0.00;0.00;0.00;5330.21;8.20;117.99;29.63;18.45;78.00;36.00;1016.70;1011.60;0.00;0.00;12.07;5.50
2016;09;14;00;00;22.51;63.58;1011.05;0.00;0.00;0.51;5293.72;7.32;113.50;28.78;17.43;86.00;42.00;1012.50;1009.00;4.20;0.00;12.64;2.28
2016;09;15;00;00;18.46;74.38;1011.50;0.40;0.00;66.08;2118.20;12.45;221.43;21.60;15.59;87.00;64.00;1014.70;1009.00;100.00;0.00;23.38;3.32
2016;09;16;00;00;18.17;64.21;1014.76;1.10;0.00;90.26;3552.88;7.11;194.12;21.43;16.27;85.00;43.00;1016.40;1013.00;100.00;1.20;22.26;1.53
2016;09;17;00;00;15.46;76.12;1015.11;0.20;0.00;75.46;3772.71;11.47;264.88;19.27;13.15;85.00;58.00;1016.40;1013.70;100.00;24.00;18.94;6.19
2016;09;18;00;00;13.77;89.21;1013.62;31.50;0.00;100.00;946.96;11.52;264.43;15.72;12.38;93.00;84.00;1016.00;1011.60;100.00;100.00;19.48;4.68
2016;09;19;00;00;15.44;79.75;1017.37;1.60;0.00;47.60;2937.89;8.90;281.03;17.65;13.35;94.00;62.00;1018.70;1014.90;100.00;0.00;12.31;0.80
2016;09;20;00;00;15.23;72.62;1016.76;0.00;0.00;90.92;3953.38;5.14;130.40;18.98;10.75;90.00;57.00;1018.60;1015.30;100.00;33.00;10.63;2.19
2016;09;21;00;00;14.45;66.08;1017.40;0.00;0.00;11.12;4489.16;4.77;101.17;19.55;9.48;82.00;47.00;1018.90;1016.60;100.00;0.00;9.51;1.02
2016;09;22;00;00;15.12;62.12;1020.52;0.00;0.00;8.10;4978.66;5.95;90.45;21.10;8.17;81.00;44.00;1021.70;1019.20;100.00;0.00;10.46;1.08
2016;09;23;00;00;17.17;62.17;1024.10;0.00;0.00;52.42;4440.21;4.45;240.75;22.24;12.13;82.00;43.00;1025.80;1021.50;100.00;0.00;10.08;0.72
2016;09;24;00;00;16.99;66.12;1023.99;0.00;0.00;0.10;4859.40;10.28;116.03;23.34;11.62;83.00;42.00;1026.40;1021.30;1.20;0.00;16.39;2.52
2016;09;25;00;00;18.22;63.21;1020.81;0.00;0.00;1.25;4645.80;5.60;143.58;24.19;13.23;80.00;44.00;1022.50;1018.60;10.00;0.00;8.71;0.36
2016;09;26;00;00;16.49;75.12;1022.33;0.10;0.00;35.79;4085.10;12.64;309.30;20.80;13.10;95.00;60.00;1024.00;1020.70;100.00;0.00;19.65;2.41
2016;09;27;00;00;16.82;74.92;1025.57;0.00;0.00;20.43;4199.02;4.79;200.64;20.81;12.79;93.00;56.00;1028.60;1022.70;100.00;0.00;8.71;1.14
2016;09;28;00;00;17.41;65.29;1029.31;0.00;0.00;11.60;4572.82;6.82;204.31;23.79;12.02;86.00;41.00;1031.10;1028.20;40.00;0.00;16.24;1.53
2016;09;29;00;00;19.46;57.62;1023.58;0.00;0.00;10.67;4487.38;8.35;183.22;25.98;14.67;75.00;40.00;1028.30;1018.90;68.00;0.00;17.87;1.14
2016;09;30;00;00;19.08;48.29;1016.62;0.00;0.00;22.08;4423.30;8.89;212.47;24.50;13.80;64.00;37.00;1018.90;1014.70;100.00;0.00;19.88;1.80
2016;10;01;00;00;17.21;72.12;1012.58;7.90;0.00;96.62;1493.42;7.44;203.23;20.04;14.70;84.00;56.00;1014.90;1011.60;100.00;30.00;14.40;1.48
2016;10;02;00;00;13.54;71.46;1018.12;1.90;0.00;50.62;3438.07;12.27;252.17;15.67;9.30;84.00;51.00;1024.20;1014.80;100.00;0.00;21.24;5.35
2016;10;03;00;00;13.18;60.17;1025.96;0.00;0.00;31.54;3908.88;7.27;236.83;17.06;9.17;73.00;44.00;1027.80;1023.40;100.00;0.00;11.52;4.83
2016;10;04;00;00;12.03;66.08;1028.04;0.00;0.00;0.29;4272.00;11.23;95.50;18.12;6.00;88.00;44.00;1029.60;1026.50;4.00;0.00;21.25;4.35
2016;10;05;00;00;10.28;57.38;1025.98;0.00;0.00;6.25;4368.12;14.92;85.63;14.75;5.63;80.00;36.00;1027.80;1024.20;41.00;0.00;27.40;1.80
2016;10;06;00;00;8.23;68.25;1019.38;0.00;0.00;21.44;4193.68;8.78;160.67;16.39;0.77;93.00;45.00;1023.40;1014.60;100.00;0.00;18.18;3.10
2016;10;07;00;00;10.09;72.25;1017.75;0.00;0.00;42.95;3907.99;5.65;113.03;15.77;4.99;91.00;55.00;1019.20;1016.30;100.00;0.00;16.38;0.72
2016;10;08;00;00;10.94;66.29;1021.02;0.10;0.00;72.62;3326.82;8.74;162.88;13.88;8.62;75.00;52.00;1024.30;1019.20;100.00;0.90;13.28;6.30
2016;10;09;00;00;9.00;76.79;1024.65;1.60;0.00;65.38;2686.02;7.17;258.85;11.34;6.28;91.00;61.00;1026.20;1023.70;100.00;2.00;15.68;1.14
2016;10;10;00;00;9.03;69.29;1023.98;0.00;0.00;67.58;3859.04;5.10;101.04;13.24;4.69;91.00;45.00;1027.10;1020.00;100.00;2.00;9.45;0.36
2016;10;11;00;00;8.53;62.58;1019.33;0.10;0.00;38.83;3212.90;6.17;127.58;12.58;4.79;82.00;43.00;1021.00;1017.00;100.00;0.00;9.59;1.94
2016;10;12;00;00;7.43;65.79;1017.77;0.00;0.00;2.95;3921.34;8.28;99.15;13.54;1.94;87.00;42.00;1020.10;1015.10;36.00;0.00;16.70;1.48
2016;10;13;00;00;8.03;68.17;1012.90;0.30;0.00;85.88;2060.35;9.72;119.93;13.43;3.83;80.00;47.00;1016.60;1009.20;100.00;5.00;14.69;4.38
2016;10;14;00;00;12.20;76.33;1007.17;5.40;0.00;79.17;1996.27;14.08;128.49;16.96;8.86;89.00;61.00;1010.50;1003.60;100.00;0.60;21.98;2.97
2016;10;15;00;00;13.59;67.88;1014.62;0.00;0.00;16.73;3608.06;6.12;194.45;17.91;9.82;84.00;44.00;1019.20;1007.20;100.00;0.00;11.88;1.08
2016;10;16;00;00;13.79;70.33;1021.41;0.00;0.00;42.46;3621.41;11.29;121.10;20.87;7.53;92.00;45.00;1023.50;1019.80;100.00;0.00;17.42;7.39
2016;10;17;00;00;15.25;70.46;1023.80;7.00;0.00;97.17;2073.70;8.68;213.53;19.11;12.39;90.00;55.00;1025.50;1022.40;100.00;73.00;14.26;3.10
2016;10;18;00;00;13.29;79.21;1025.15;2.10;0.00;83.67;2543.62;8.24;235.65;16.02;11.67;93.00;60.00;1026.90;1023.80;100.00;10.00;15.91;2.16
2016;10;19;00;00;11.34;69.96;1021.83;1.40;0.00;81.00;2852.45;14.90;263.32;13.25;8.89;84.00;59.00;1023.60;1019.60;100.00;0.00;21.96;8.50
2016;10;20;00;00;9.61;72.17;1018.58;1.40;0.00;74.42;2532.05;16.09;260.20;12.36;6.94;84.00;59.00;1020.30;1016.50;100.00;0.00;21.65;11.97
2016;10;21;00;00;9.25;75.62;1017.75;5.80;0.00;84.25;2171.60;15.54;268.21;11.21;6.61;87.00;62.00;1019.80;1016.30;100.00;0.00;21.32;9.03
2016;10;22;00;00;8.13;67.58;1017.40;0.00;0.00;40.50;3383.78;4.26;216.99;12.79;4.36;83.00;49.00;1019.90;1014.30;100.00;0.00;8.35;1.44
2016;10;23;00;00;9.19;74.83;1013.54;1.00;0.00;92.10;940.73;15.07;120.96;12.67;5.47;85.00;61.00;1015.40;1011.50;100.00;4.50;20.47;7.29
